2025-05-13 13:20:25,787 - INFO - [main.<module>:72] - Initializing Gradio client for: NihalGazi/FLUX-Pro-Unlimited
2025-05-13 13:20:26,302 - INFO - [_client._send_single_request:1025] - HTTP Request: GET https://nihalgazi-flux-pro-unlimited.hf.space/config "HTTP/1.1 200 OK"
2025-05-13 13:20:26,496 - INFO - [_client._send_single_request:1025] - HTTP Request: GET https://nihalgazi-flux-pro-unlimited.hf.space/gradio_api/info?serialize=False "HTTP/1.1 200 OK"
2025-05-13 13:20:26,509 - INFO - [main.<module>:75] - Gradio client initialized successfully.
2025-05-13 13:20:26,519 - INFO - [main.main_async:595] - --- Starting Astrology Horoscope Generation Script --- Run ID: 2025-05-13_172026 ---
2025-05-13 13:20:26,520 - INFO - [main.main_async:596] - Base output for this run: D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026
2025-05-13 13:20:26,521 - INFO - [main.main_async:602] - Loaded personality profile: D:\AI\mcp_operator\projects\coffee_by_astrology_v1\prompt_style\lumina_alone.txt
2025-05-13 13:20:26,532 - INFO - [main.main_async:613] - Skyfield setup complete. Ephemeris: de421.bsp loaded from D:\AI\mcp_operator\projects\coffee_by_astrology_v1\skyfield_data
2025-05-13 13:20:26,532 - INFO - [main.main_async:621] - Calculating planetary data for 2025-05-13T17:20:26.518524+00:00...
2025-05-13 13:20:26,559 - INFO - [main.get_planet_positions:178] - Calculated planetary positions, signs, retrograde status, and aspects.
2025-05-13 13:20:26,560 - INFO - [main.main_async:639] - --- Processing Zodiac Sign: Aries ---
2025-05-13 13:20:26,561 - INFO - [main.save_generated_content:311] - Saved Planetary JSON for Aries to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Aries\planetary_data_20250513_1720.json
2025-05-13 13:20:26,562 - INFO - [main.generate_horoscope_with_ollama:254] - Attempting Ollama generation. Prompt starts: 'You are an expert astrologer with a unique voice. Your task is to generate a daily horoscope for Aries. Today's Date: May 13, 2025 Astrological Data S...'
2025-05-13 13:20:26,655 - INFO - [_client._send_single_request:1025] - HTTP Request: GET https://nihalgazi-flux-pro-unlimited.hf.space/gradio_api/heartbeat/09247b34-3fa6-4751-bbea-e703d0e3843d "HTTP/1.1 200 OK"
2025-05-13 13:20:47,785 - INFO - [_client._send_single_request:1025] - HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"
2025-05-13 13:20:47,785 - INFO - [main.generate_horoscope_with_ollama:261] - Ollama API call completed.
2025-05-13 13:20:47,786 - INFO - [main.save_generated_content:311] - Saved Horoscope Text for Aries to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Aries\horoscope_script_20250513_1720.txt
2025-05-13 13:20:47,787 - INFO - [main.main_async:679] - Horoscope script for Aries generated and saved.
2025-05-13 13:20:47,787 - INFO - [main.main_async:682] - Creating TTS task for Aries
2025-05-13 13:20:47,787 - INFO - [main.main_async:694] - Creating TikTok image task for Aries via Google US Server
2025-05-13 13:20:47,787 - INFO - [main.main_async:705] - Creating YouTube image task for Aries via Azure Lite Supercomputer Server
2025-05-13 13:20:47,787 - INFO - [main.main_async:639] - --- Processing Zodiac Sign: Taurus ---
2025-05-13 13:20:47,787 - INFO - [main.generate_tts_async:331] - Async TTS request for Aries...
2025-05-13 13:20:47,839 - INFO - [main.save_generated_content:311] - Saved Planetary JSON for Taurus to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Taurus\planetary_data_20250513_1720.json
2025-05-13 13:20:47,840 - INFO - [main.generate_horoscope_with_ollama:254] - Attempting Ollama generation. Prompt starts: 'You are an expert astrologer with a unique voice. Your task is to generate a daily horoscope for Taurus. Today's Date: May 13, 2025 Astrological Data ...'
2025-05-13 13:20:47,924 - INFO - [_client._send_single_request:1025] - HTTP Request: POST https://nihalgazi-flux-pro-unlimited.hf.space/gradio_api/queue/join "HTTP/1.1 200 OK"
2025-05-13 13:20:47,929 - INFO - [_client._send_single_request:1025] - HTTP Request: POST https://nihalgazi-flux-pro-unlimited.hf.space/gradio_api/queue/join "HTTP/1.1 200 OK"
2025-05-13 13:20:48,026 - INFO - [_client._send_single_request:1025] - HTTP Request: GET https://nihalgazi-flux-pro-unlimited.hf.space/gradio_api/queue/data?session_hash=09247b34-3fa6-4751-bbea-e703d0e3843d "HTTP/1.1 200 OK"
2025-05-13 13:21:01,736 - INFO - [_client._send_single_request:1025] - HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"
2025-05-13 13:21:01,736 - INFO - [main.generate_horoscope_with_ollama:261] - Ollama API call completed.
2025-05-13 13:21:01,738 - INFO - [main.save_generated_content:311] - Saved Horoscope Text for Taurus to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Taurus\horoscope_script_20250513_1720.txt
2025-05-13 13:21:01,738 - INFO - [main.main_async:679] - Horoscope script for Taurus generated and saved.
2025-05-13 13:21:01,738 - INFO - [main.main_async:682] - Creating TTS task for Taurus
2025-05-13 13:21:01,738 - INFO - [main.main_async:694] - Creating TikTok image task for Taurus via Artemis GPU Super cluster
2025-05-13 13:21:01,738 - INFO - [main.main_async:705] - Creating YouTube image task for Taurus via NebulaDrive Tensor Server
2025-05-13 13:21:01,738 - INFO - [main.main_async:639] - --- Processing Zodiac Sign: Gemini ---
2025-05-13 13:21:01,738 - INFO - [main.generate_tts_async:331] - Async TTS request for Taurus...
2025-05-13 13:21:01,785 - INFO - [main.save_generated_content:311] - Saved Planetary JSON for Gemini to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Gemini\planetary_data_20250513_1720.json
2025-05-13 13:21:01,786 - INFO - [main.generate_horoscope_with_ollama:254] - Attempting Ollama generation. Prompt starts: 'You are an expert astrologer with a unique voice. Your task is to generate a daily horoscope for Gemini. Today's Date: May 13, 2025 Astrological Data ...'
2025-05-13 13:21:14,418 - INFO - [_client._send_single_request:1025] - HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"
2025-05-13 13:21:14,418 - INFO - [main.generate_horoscope_with_ollama:261] - Ollama API call completed.
2025-05-13 13:21:14,419 - INFO - [main.save_generated_content:311] - Saved Horoscope Text for Gemini to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Gemini\horoscope_script_20250513_1720.txt
2025-05-13 13:21:14,420 - INFO - [main.main_async:679] - Horoscope script for Gemini generated and saved.
2025-05-13 13:21:14,420 - INFO - [main.main_async:682] - Creating TTS task for Gemini
2025-05-13 13:21:14,420 - INFO - [main.main_async:694] - Creating TikTok image task for Gemini via NSFW-Core: Uncensored Server
2025-05-13 13:21:14,420 - INFO - [main.main_async:705] - Creating YouTube image task for Gemini via Google US Server
2025-05-13 13:21:14,420 - INFO - [main.main_async:639] - --- Processing Zodiac Sign: Cancer ---
2025-05-13 13:21:14,420 - INFO - [main.generate_tts_async:331] - Async TTS request for Gemini...
2025-05-13 13:21:14,470 - INFO - [main.save_generated_content:311] - Saved Planetary JSON for Cancer to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Cancer\planetary_data_20250513_1720.json
2025-05-13 13:21:14,471 - INFO - [main.generate_horoscope_with_ollama:254] - Attempting Ollama generation. Prompt starts: 'You are an expert astrologer with a unique voice. Your task is to generate a daily horoscope for Cancer. Today's Date: May 13, 2025 Astrological Data ...'
2025-05-13 13:21:28,930 - INFO - [_client._send_single_request:1025] - HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"
2025-05-13 13:21:28,931 - INFO - [main.generate_horoscope_with_ollama:261] - Ollama API call completed.
2025-05-13 13:21:28,932 - INFO - [main.save_generated_content:311] - Saved Horoscope Text for Cancer to D:\AI\mcp_operator\projects\coffee_by_astrology_v1\scripts_output\run_2025-05-13_172026\Cancer\horoscope_script_20250513_1720.txt
2025-05-13 13:21:28,932 - INFO - [main.main_async:679] - Horoscope script for Cancer generated and saved.
2025-05-13 13:21:28,932 - INFO - [main.main_async:682] - Creating TTS task for Cancer
2025-05-13 13:21:28,932 - INFO - [main.main_async:694] - Creating TikTok image task for Cancer via Azure Lite Supercomputer Server
2025-05-13 13:21:28,932 - INFO - [main.main_async:705] - Creating YouTube image task for Cancer via Artemis GPU Super cluster
